InvoiceNo,Recency,Frequency,Monetary,Cluster,Segment
564838,102,462,1704.22,0,Low-Value Guests
564840,102,415,1448.1399999999999,0,Low-Value Guests
564841,101,442,1750.86,0,Low-Value Guests
564844,101,1,3.82,0,Low-Value Guests
564847,101,8,13.4,0,Low-Value Guests
564857,101,480,3236.94,2,Recent High-Spenders
564914,101,-109,0.0,0,Low-Value Guests
564915,101,26,0.0,0,Low-Value Guests
564916,101,31,0.0,0,Low-Value Guests
564917,101,245,0.0,0,Low-Value Guests
564918,101,21,0.0,0,Low-Value Guests
564919,101,8,0.0,0,Low-Value Guests
564920,101,8,0.0,0,Low-Value Guests
564921,101,6,0.0,0,Low-Value Guests
564922,101,5,0.0,0,Low-Value Guests
564923,101,2,0.0,0,Low-Value Guests
564924,101,1,0.0,0,Low-Value Guests
564925,101,1,0.0,0,Low-Value Guests
564926,101,9,0.0,0,Low-Value Guests
564927,101,2,0.0,0,Low-Value Guests
564928,101,1,0.0,0,Low-Value Guests
564929,101,1,0.0,0,Low-Value Guests
564951,100,1,8.25,0,Low-Value Guests
564954,100,6,2.34,0,Low-Value Guests
564974,100,419,1590.1499999999999,0,Low-Value Guests
565042,100,-27,0.0,0,Low-Value Guests
565043,100,8,0.0,0,Low-Value Guests
565045,100,-115,0.0,0,Low-Value Guests
565046,100,-49,0.0,0,Low-Value Guests
565047,100,7,0.0,0,Low-Value Guests
565048,100,-66,0.0,0,Low-Value Guests
565049,100,-77,0.0,0,Low-Value Guests
565052,100,-60,0.0,0,Low-Value Guests
565055,100,-10,0.0,0,Low-Value Guests
565057,100,-110,0.0,0,Low-Value Guests
565060,100,-46,0.0,0,Low-Value Guests
565063,100,-18,0.0,0,Low-Value Guests
565069,100,-49,0.0,0,Low-Value Guests
565070,100,171,0.0,0,Low-Value Guests
565071,100,-242,0.0,0,Low-Value Guests
565072,100,-210,0.0,0,Low-Value Guests
565076,100,1,1.65,0,Low-Value Guests
565081,100,1,0.0,0,Low-Value Guests
565231,99,465,1542.6299999999999,0,Low-Value Guests
565232,99,312,1423.1,0,Low-Value Guests
565233,99,456,1656.08,0,Low-Value Guests
565234,99,501,2201.61,0,Low-Value Guests
565275,99,-72,0.0,0,Low-Value Guests
565286,99,130,814.53,0,Low-Value Guests
565288,99,101,0.0,0,Low-Value Guests
565296,99,-967,0.0,0,Low-Value Guests
565297,99,-203,0.0,0,Low-Value Guests
565302,99,-156,0.0,0,Low-Value Guests
565303,99,258,286.85,0,Low-Value Guests
565304,99,-3167,0.0,0,Low-Value Guests
565306,99,-252,0.0,0,Low-Value Guests
565307,99,-443,0.0,0,Low-Value Guests
565308,99,-432,0.0,0,Low-Value Guests
565310,99,-1897,0.0,0,Low-Value Guests
565314,99,-21,0.0,0,Low-Value Guests
565319,98,225,0.0,0,Low-Value Guests
565346,98,6,16.5,0,Low-Value Guests
565368,98,1,0.0,0,Low-Value Guests
565369,98,1,0.0,0,Low-Value Guests
565370,98,-33,0.0,0,Low-Value Guests
565371,98,-13,0.0,0,Low-Value Guests
565376,98,144,0.0,0,Low-Value Guests
565378,98,562,2605.74,2,Recent High-Spenders
565385,98,-434,0.0,0,Low-Value Guests
565389,98,-16,0.0,0,Low-Value Guests
565396,98,368,1476.28,0,Low-Value Guests
565400,98,1,1.65,0,Low-Value Guests
565455,96,58,114.56,0,Low-Value Guests
565543,96,8,0.0,0,Low-Value Guests
565544,96,1,0.0,0,Low-Value Guests
565545,96,1,0.0,0,Low-Value Guests
565556,96,750,0.0,0,Low-Value Guests
565617,95,476,1458.44,0,Low-Value Guests
565755,94,2,6.5,0,Low-Value Guests
565764,94,7,34.75,0,Low-Value Guests
565767,94,610,2812.84,2,Recent High-Spenders
565797,94,1,0.0,0,Low-Value Guests
565798,94,1,0.0,0,Low-Value Guests
565840,94,540,1746.79,0,Low-Value Guests
565841,94,426,1528.29,0,Low-Value Guests
565847,94,758,5557.66,2,Recent High-Spenders
565852,93,7,14.1,0,Low-Value Guests
565917,93,411,1752.59,0,Low-Value Guests
565919,93,517,1846.68,0,Low-Value Guests
565927,93,460,1132.3799999999999,0,Low-Value Guests
565928,93,490,958.6800000000001,0,Low-Value Guests
565935,93,-8,0.0,0,Low-Value Guests
565938,93,-13,0.0,0,Low-Value Guests
566060,92,469,1878.67,0,Low-Value Guests
566064,92,1,0.0,0,Low-Value Guests
566065,92,1,0.0,0,Low-Value Guests
566066,92,-52,0.0,0,Low-Value Guests
566067,92,-95,0.0,0,Low-Value Guests
566068,92,-86,0.0,0,Low-Value Guests
566072,92,6,37.77,0,Low-Value Guests
566121,92,-682,0.0,0,Low-Value Guests
566122,92,-484,0.0,0,Low-Value Guests
566164,92,640,2842.46,2,Recent High-Spenders
566179,92,233,423.73,0,Low-Value Guests
566221,91,492,1648.29,0,Low-Value Guests
566224,91,4,18.990000000000002,0,Low-Value Guests
566316,89,682,0.0,0,Low-Value Guests
566323,89,1,0.0,0,Low-Value Guests
566324,89,1,0.0,0,Low-Value Guests
566325,89,36,0.0,0,Low-Value Guests
566327,89,4,0.0,0,Low-Value Guests
566446,88,501,1748.93,0,Low-Value Guests
566449,88,-140,0.0,0,Low-Value Guests
566476,88,2,0.0,0,Low-Value Guests
566478,88,1,0.0,0,Low-Value Guests
566493,88,1,0.0,0,Low-Value Guests
566534,88,531,2437.77,2,Recent High-Spenders
566573,87,-22,0.0,0,Low-Value Guests
566574,87,22,0.0,0,Low-Value Guests
566577,87,259,1748.1100000000001,0,Low-Value Guests
566593,87,18,0.0,0,Low-Value Guests
566602,87,393,1433.66,0,Low-Value Guests
566603,87,336,1335.26,0,Low-Value Guests
566615,87,344,0.0,0,Low-Value Guests
566635,87,288,244.79999999999998,0,Low-Value Guests
566710,87,-4,0.0,0,Low-Value Guests
566711,87,-31,0.0,0,Low-Value Guests
566712,87,-635,0.0,0,Low-Value Guests
566757,86,457,1313.43,0,Low-Value Guests
566761,86,8,6.8,0,Low-Value Guests
566762,86,143,0.0,0,Low-Value Guests
566763,86,-5,0.0,0,Low-Value Guests
566764,86,-13,0.0,0,Low-Value Guests
566765,86,-9,0.0,0,Low-Value Guests
566766,86,-117,0.0,0,Low-Value Guests
566767,86,-188,0.0,0,Low-Value Guests
566768,86,-3667,0.0,0,Low-Value Guests
566787,86,410,2693.5699999999997,2,Recent High-Spenders
566874,85,4,5.9,0,Low-Value Guests
566924,85,15,0.0,0,Low-Value Guests
566949,85,462,1516.98,0,Low-Value Guests
566952,85,767,2008.83,2,Recent High-Spenders
566977,85,-54,0.0,0,Low-Value Guests
566982,85,1,0.0,0,Low-Value Guests
566983,85,1,0.0,0,Low-Value Guests
566985,85,312,2117.26,0,Low-Value Guests
567024,85,577,2342.8,2,Recent High-Spenders
567056,85,25,0.0,0,Low-Value Guests
567057,85,-8,0.0,0,Low-Value Guests
567058,85,-12,0.0,0,Low-Value Guests
567059,85,-63,0.0,0,Low-Value Guests
567060,85,-62,0.0,0,Low-Value Guests
567061,85,-27,0.0,0,Low-Value Guests
567063,85,-27,0.0,0,Low-Value Guests
567064,85,27,0.0,0,Low-Value Guests
567113,84,-29,0.0,0,Low-Value Guests
567125,84,-2,0.0,0,Low-Value Guests
567127,84,-48,0.0,0,Low-Value Guests
567129,84,24,0.0,0,Low-Value Guests
567131,84,192,0.0,0,Low-Value Guests
567132,84,-384,0.0,0,Low-Value Guests
567133,84,50,0.0,0,Low-Value Guests
567135,84,12,4.68,0,Low-Value Guests
567137,84,600,0.0,0,Low-Value Guests
567143,84,-14,0.0,0,Low-Value Guests
567146,84,25,10.5,0,Low-Value Guests
567149,84,-9,0.0,0,Low-Value Guests
567150,84,-44,0.0,0,Low-Value Guests
567151,84,34,0.0,0,Low-Value Guests
567152,84,3,0.0,0,Low-Value Guests
567201,82,110,0.0,0,Low-Value Guests
567207,82,4,0.0,0,Low-Value Guests
567208,82,2,0.0,0,Low-Value Guests
567301,82,6,8.71,0,Low-Value Guests
567335,81,6,0.0,0,Low-Value Guests
567337,81,5,0.0,0,Low-Value Guests
567353,81,1,2653.95,0,Low-Value Guests
567363,81,-49,0.0,0,Low-Value Guests
567364,81,-20,0.0,0,Low-Value Guests
567366,81,-138,0.0,0,Low-Value Guests
567367,81,-86,0.0,0,Low-Value Guests
567371,81,7,0.0,0,Low-Value Guests
567427,81,4,9.49,0,Low-Value Guests
567461,81,456,2064.34,0,Low-Value Guests
567507,80,624,4102.39,2,Recent High-Spenders
567539,80,15,68.68,0,Low-Value Guests
567629,79,-752,0.0,0,Low-Value Guests
567645,79,-53,0.0,0,Low-Value Guests
567665,79,290,1121.46,0,Low-Value Guests
567667,79,377,1427.3999999999999,0,Low-Value Guests
567668,79,424,1838.53,0,Low-Value Guests
567670,79,625,1844.69,0,Low-Value Guests
567671,79,597,2199.2799999999997,2,Recent High-Spenders
567673,79,367,1555.8799999999999,0,Low-Value Guests
567674,79,2,1.7,0,Low-Value Guests
567680,79,4,0.0,0,Low-Value Guests
567693,79,-250,0.0,0,Low-Value Guests
567694,79,-24,0.0,0,Low-Value Guests
567695,79,-42,0.0,0,Low-Value Guests
567696,79,-15,0.0,0,Low-Value Guests
567719,79,-7,0.0,0,Low-Value Guests
567861,78,-14,0.0,0,Low-Value Guests
567862,78,-4,0.0,0,Low-Value Guests
567863,78,8,0.0,0,Low-Value Guests
567901,78,395,1485.43,0,Low-Value Guests
567918,78,-1,0.0,0,Low-Value Guests
567920,78,5,0.0,0,Low-Value Guests
567921,78,-7,0.0,0,Low-Value Guests
567923,78,-2,0.0,0,Low-Value Guests
567925,78,-2,0.0,0,Low-Value Guests
567926,78,1,0.0,0,Low-Value Guests
567927,78,-3,0.0,0,Low-Value Guests
567931,78,-11,0.0,0,Low-Value Guests
567932,78,-12,0.0,0,Low-Value Guests
567933,78,-30,0.0,0,Low-Value Guests
567974,78,3,20.849999999999998,0,Low-Value Guests
567981,78,467,2275.04,0,Low-Value Guests
567982,78,6,9.93,0,Low-Value Guests
568052,78,-3,0.0,0,Low-Value Guests
568053,78,3,0.0,0,Low-Value Guests
568057,77,360,2420.5699999999997,0,Low-Value Guests
568079,77,-1,0.0,0,Low-Value Guests
568080,77,-2,0.0,0,Low-Value Guests
568081,77,-9,0.0,0,Low-Value Guests
568084,77,-7,0.0,0,Low-Value Guests
568085,77,2,0.0,0,Low-Value Guests
568087,77,-8,0.0,0,Low-Value Guests
568088,77,-49,0.0,0,Low-Value Guests
568089,77,-37,0.0,0,Low-Value Guests
568090,77,-5,0.0,0,Low-Value Guests
568091,77,-3,0.0,0,Low-Value Guests
568092,77,1,0.0,0,Low-Value Guests
568093,77,-9,0.0,0,Low-Value Guests
568102,77,20,0.0,0,Low-Value Guests
568134,77,586,2159.73,2,Recent High-Spenders
568135,77,664,1934.53,2,Recent High-Spenders
568217,75,11,5.33,0,Low-Value Guests
568233,75,-147,0.0,0,Low-Value Guests
568302,75,-121,0.0,0,Low-Value Guests
568365,74,30,0.0,0,Low-Value Guests
568371,74,-41,0.0,0,Low-Value Guests
568372,74,-19,0.0,0,Low-Value Guests
568401,74,-35,0.0,0,Low-Value Guests
568403,74,-3,0.0,0,Low-Value Guests
568404,74,-17,0.0,0,Low-Value Guests
568405,74,-42,0.0,0,Low-Value Guests
568406,74,-67,0.0,0,Low-Value Guests
568407,74,-8,0.0,0,Low-Value Guests
568408,74,504,2162.45,0,Low-Value Guests
568411,74,426,2886.66,2,Recent High-Spenders
568442,74,-131,0.0,0,Low-Value Guests
568514,74,1,1.36,0,Low-Value Guests
568543,73,-21,0.0,0,Low-Value Guests
568544,73,5,0.0,0,Low-Value Guests
568545,73,-70,0.0,0,Low-Value Guests
568546,73,-20,0.0,0,Low-Value Guests
568548,73,240,0.0,0,Low-Value Guests
568565,73,32,19.849999999999998,0,Low-Value Guests
568567,73,1223,1978.27,2,Recent High-Spenders
568691,72,10,16.5,0,Low-Value Guests
568693,72,34,100.36999999999999,0,Low-Value Guests
568716,72,303,1086.21,0,Low-Value Guests
568719,72,670,1803.83,2,Recent High-Spenders
568721,72,487,1684.26,0,Low-Value Guests
568724,72,-21,0.0,0,Low-Value Guests
568725,72,-209,0.0,0,Low-Value Guests
568914,71,1,1.36,0,Low-Value Guests
568946,71,89,0.0,0,Low-Value Guests
568948,71,120,0.0,0,Low-Value Guests
568949,71,498,1670.72,0,Low-Value Guests
569031,71,20,41.6,0,Low-Value Guests
569083,71,3,0.0,0,Low-Value Guests
569098,71,-231,0.0,0,Low-Value Guests
569102,71,-129,0.0,0,Low-Value Guests
569121,70,-38,0.0,0,Low-Value Guests
569131,70,-5,0.0,0,Low-Value Guests
569135,70,5,0.0,0,Low-Value Guests
569137,70,362,2455.63,0,Low-Value Guests
569149,70,2,8.3,0,Low-Value Guests
569202,70,523,1818.09,0,Low-Value Guests
569237,68,10,51.58,0,Low-Value Guests
569256,68,-14,0.0,0,Low-Value Guests
569321,68,211,278.15,0,Low-Value Guests
569335,67,-15,0.0,0,Low-Value Guests
569341,67,-458,0.0,0,Low-Value Guests
569347,67,-6,0.0,0,Low-Value Guests
569372,67,603,1871.1299999999999,0,Low-Value Guests
569374,67,575,1951.59,0,Low-Value Guests
569375,67,3,0.0,0,Low-Value Guests
569376,67,-9,0.0,0,Low-Value Guests
569377,67,-14,0.0,0,Low-Value Guests
569378,67,-5,0.0,0,Low-Value Guests
569379,67,-69,0.0,0,Low-Value Guests
569380,67,-140,0.0,0,Low-Value Guests
569381,67,15,0.0,0,Low-Value Guests
569391,67,-32,0.0,0,Low-Value Guests
569392,67,-275,0.0,0,Low-Value Guests
569393,67,-23,0.0,0,Low-Value Guests
569394,67,-70,0.0,0,Low-Value Guests
569414,67,1064,4701.22,2,Recent High-Spenders
569415,67,311,1821.56,0,Low-Value Guests
569458,67,58,0.0,0,Low-Value Guests
569463,67,192,0.0,0,Low-Value Guests
569464,67,-1440,0.0,0,Low-Value Guests
569465,67,-1440,0.0,0,Low-Value Guests
569466,67,-2880,0.0,0,Low-Value Guests
569516,66,1,6.95,0,Low-Value Guests
569517,66,14,0.0,0,Low-Value Guests
569534,66,2,7.84,0,Low-Value Guests
569540,66,96,0.0,0,Low-Value Guests
569541,66,48,0.0,0,Low-Value Guests
569544,66,365,1566.25,0,Low-Value Guests
569545,66,524,2014.98,0,Low-Value Guests
569551,66,1,1.65,0,Low-Value Guests
569578,66,5,0.0,0,Low-Value Guests
569657,65,22,0.0,0,Low-Value Guests
569676,65,13,67.65,0,Low-Value Guests
569681,65,25,0.0,0,Low-Value Guests
569700,65,355,1417.55,0,Low-Value Guests
569816,65,4,2.2,0,Low-Value Guests
569817,65,-26,0.0,0,Low-Value Guests
569818,65,1,8.95,0,Low-Value Guests
569830,65,800,0.0,0,Low-Value Guests
569831,65,-800,0.0,0,Low-Value Guests
569854,64,-430,0.0,0,Low-Value Guests
569855,64,-30,0.0,0,Low-Value Guests
569863,64,1,9.95,0,Low-Value Guests
569869,64,216,270.0,0,Low-Value Guests
569874,64,-32,0.0,0,Low-Value Guests
569875,64,-45,0.0,0,Low-Value Guests
569876,64,-28,0.0,0,Low-Value Guests
569877,64,-10,0.0,0,Low-Value Guests
569878,64,-380,0.0,0,Low-Value Guests
569879,64,-5,0.0,0,Low-Value Guests
569880,64,-18,0.0,0,Low-Value Guests
569881,64,-8,0.0,0,Low-Value Guests
569882,64,-1,0.0,0,Low-Value Guests
569883,64,-12,0.0,0,Low-Value Guests
569884,64,-14,0.0,0,Low-Value Guests
569885,64,-15,0.0,0,Low-Value Guests
569886,64,-60,0.0,0,Low-Value Guests
569895,64,420,0.0,0,Low-Value Guests
569896,64,73,175.29,0,Low-Value Guests
569898,64,559,2037.0,0,Low-Value Guests
569924,64,9,0.0,0,Low-Value Guests
569925,64,6,0.0,0,Low-Value Guests
569926,64,6,0.0,0,Low-Value Guests
569927,64,9,0.0,0,Low-Value Guests
569928,64,16,0.0,0,Low-Value Guests
569929,64,2,0.0,0,Low-Value Guests
569930,64,2,0.0,0,Low-Value Guests
569931,64,18,0.0,0,Low-Value Guests
569933,64,101,0.0,0,Low-Value Guests
569934,64,1,0.0,0,Low-Value Guests
569935,64,1,0.0,0,Low-Value Guests
569937,64,1,0.0,0,Low-Value Guests
569947,64,20,0.0,0,Low-Value Guests
570013,64,-38,0.0,0,Low-Value Guests
570015,64,42,0.0,0,Low-Value Guests
570065,64,2,0.0,0,Low-Value Guests
570087,64,500,2246.0299999999997,2,Recent High-Spenders
570110,64,-74,0.0,0,Low-Value Guests
570112,64,-84,0.0,0,Low-Value Guests
570120,64,6,0.0,0,Low-Value Guests
570185,63,-192,0.0,0,Low-Value Guests
570187,63,777,2350.68,2,Recent High-Spenders
570193,63,-125,0.0,0,Low-Value Guests
570198,63,72,0.0,0,Low-Value Guests
570202,63,1,6.32,0,Low-Value Guests
570236,61,22,57.59,0,Low-Value Guests
570258,61,420,3210.46,2,Recent High-Spenders
570259,61,-114,0.0,0,Low-Value Guests
570260,61,-34,0.0,0,Low-Value Guests
570261,61,10,0.0,0,Low-Value Guests
570262,61,-80,0.0,0,Low-Value Guests
570263,61,2,0.0,0,Low-Value Guests
570264,61,-22,0.0,0,Low-Value Guests
570286,61,2,2.5,0,Low-Value Guests
570294,61,-25,0.0,0,Low-Value Guests
570403,61,-61,0.0,0,Low-Value Guests
570417,60,1,3.82,0,Low-Value Guests
570440,60,-40,0.0,0,Low-Value Guests
570451,60,15,0.0,0,Low-Value Guests
570462,60,2,17.0,0,Low-Value Guests
570465,60,627,1786.18,0,Low-Value Guests
570470,60,4,7.34,0,Low-Value Guests
570472,60,5,14.1,0,Low-Value Guests
570473,60,19,34.15,0,Low-Value Guests
570474,60,5,18.75,0,Low-Value Guests
570475,60,46,64.56,0,Low-Value Guests
570497,60,2,3.33,0,Low-Value Guests
570518,60,4,0.0,0,Low-Value Guests
570519,60,5,0.0,0,Low-Value Guests
570520,60,2,0.0,0,Low-Value Guests
570592,60,543,2299.61,2,Recent High-Spenders
570595,60,-94,0.0,0,Low-Value Guests
570596,60,-38,0.0,0,Low-Value Guests
570599,60,-365,0.0,0,Low-Value Guests
570645,60,24,0.0,0,Low-Value Guests
570688,59,757,2326.73,2,Recent High-Spenders
570690,59,542,1506.5,0,Low-Value Guests
570691,59,-110,0.0,0,Low-Value Guests
570709,59,19,0.0,0,Low-Value Guests
570710,59,10,0.0,0,Low-Value Guests
570711,59,-45,0.0,0,Low-Value Guests
570712,59,-90,0.0,0,Low-Value Guests
570761,59,14,65.3,0,Low-Value Guests
570822,58,24,0.0,0,Low-Value Guests
570837,58,258,313.86,0,Low-Value Guests
570838,58,35,20.53,0,Low-Value Guests
570858,58,7,16.25,0,Low-Value Guests
570860,58,44,0.0,0,Low-Value Guests
570868,58,96,0.0,0,Low-Value Guests
570869,58,36,0.0,0,Low-Value Guests
570871,58,672,2110.05,2,Recent High-Spenders
570872,58,502,1901.92,0,Low-Value Guests
570873,58,-40,0.0,0,Low-Value Guests
570874,58,-4,0.0,0,Low-Value Guests
571010,58,-16,0.0,0,Low-Value Guests
571011,58,-207,0.0,0,Low-Value Guests
571012,58,-147,0.0,0,Low-Value Guests
571013,58,-104,0.0,0,Low-Value Guests
571016,58,288,0.0,0,Low-Value Guests
571024,58,-270,0.0,0,Low-Value Guests
571027,58,-36,0.0,0,Low-Value Guests
571037,57,-25,0.0,0,Low-Value Guests
571042,57,48,0.0,0,Low-Value Guests
571052,57,3,3.29,0,Low-Value Guests
571061,57,392,3049.0,2,Recent High-Spenders
571082,57,479,1354.71,0,Low-Value Guests
571112,57,-65,0.0,0,Low-Value Guests
571113,57,-19,0.0,0,Low-Value Guests
571114,57,-99,0.0,0,Low-Value Guests
571115,57,-73,0.0,0,Low-Value Guests
571116,57,-49,0.0,0,Low-Value Guests
571119,57,584,2733.65,2,Recent High-Spenders
571124,57,-306,0.0,0,Low-Value Guests
571126,57,-50,0.0,0,Low-Value Guests
571128,57,54,0.0,0,Low-Value Guests
571130,57,-37,0.0,0,Low-Value Guests
571131,57,-51,0.0,0,Low-Value Guests
571198,57,48,0.0,0,Low-Value Guests
571222,56,3,14.25,0,Low-Value Guests
571249,56,6,0.0,0,Low-Value Guests
571254,56,-2,0.0,0,Low-Value Guests
571256,56,1,2.89,0,Low-Value Guests
571257,56,357,1472.17,0,Low-Value Guests
571305,54,367,2729.23,2,Recent High-Spenders
571458,53,-2,0.0,0,Low-Value Guests
571459,53,-80,0.0,0,Low-Value Guests
571460,53,6,0.0,0,Low-Value Guests
571500,53,101,169.70000000000002,0,Low-Value Guests
571508,53,784,2144.38,2,Recent High-Spenders
571545,53,11,13.65,0,Low-Value Guests
571554,53,638,2884.29,2,Recent High-Spenders
571633,53,100,0.0,0,Low-Value Guests
571652,53,236,423.42,0,Low-Value Guests
571674,52,100,0.0,0,Low-Value Guests
571686,52,-40,0.0,0,Low-Value Guests
571687,52,-46,0.0,0,Low-Value Guests
571688,52,46,0.0,0,Low-Value Guests
571689,52,-27,0.0,0,Low-Value Guests
571700,52,1,5.95,0,Low-Value Guests
571703,52,1,2.08,0,Low-Value Guests
571704,52,4,0.0,0,Low-Value Guests
571713,52,561,1809.6499999999999,0,Low-Value Guests
571714,52,315,992.49,0,Low-Value Guests
571716,52,668,1911.8799999999999,2,Recent High-Spenders
571718,52,5,0.0,0,Low-Value Guests
571719,52,7,0.0,0,Low-Value Guests
571720,52,3,0.0,0,Low-Value Guests
571721,52,2,0.0,0,Low-Value Guests
571722,52,1,0.0,0,Low-Value Guests
571723,52,-1,0.0,0,Low-Value Guests
571731,52,1,0.0,0,Low-Value Guests
571797,52,407,3071.57,2,Recent High-Spenders
571891,51,5,7.85,0,Low-Value Guests
571894,51,2,5.5,0,Low-Value Guests
571910,51,1,3.75,0,Low-Value Guests
571915,51,-32,0.0,0,Low-Value Guests
571929,51,3,4.53,0,Low-Value Guests
571930,51,2,24.9,0,Low-Value Guests
571931,51,572,2120.09,2,Recent High-Spenders
571932,51,1,1.65,0,Low-Value Guests
572072,50,1,1.36,0,Low-Value Guests
572097,50,13,42.28,0,Low-Value Guests
572099,50,8,15.2,0,Low-Value Guests
572185,50,564,2801.92,2,Recent High-Spenders
572190,50,4,7.46,0,Low-Value Guests
572239,49,1,0.0,0,Low-Value Guests
572341,47,-82,0.0,0,Low-Value Guests
572345,47,100,0.0,0,Low-Value Guests
572468,46,-160,0.0,0,Low-Value Guests
572476,46,21,0.0,0,Low-Value Guests
572477,46,-15,0.0,0,Low-Value Guests
572480,46,-100,0.0,0,Low-Value Guests
572510,46,1,0.0,0,Low-Value Guests
572514,46,-4,0.0,0,Low-Value Guests
572515,46,22,16.919999999999998,0,Low-Value Guests
572516,46,-71,0.0,0,Low-Value Guests
572527,46,-46,0.0,0,Low-Value Guests
572533,46,-1,0.0,0,Low-Value Guests
572534,46,-2,0.0,0,Low-Value Guests
572536,46,-8,0.0,0,Low-Value Guests
572537,46,2,0.0,0,Low-Value Guests
572539,46,13,0.0,0,Low-Value Guests
572540,46,392,2900.83,2,Recent High-Spenders
572543,46,-32,0.0,0,Low-Value Guests
572547,46,200,0.0,0,Low-Value Guests
572548,46,-200,0.0,0,Low-Value Guests
572549,46,605,1892.05,2,Recent High-Spenders
572550,46,590,2324.63,2,Recent High-Spenders
572553,46,652,2303.2,2,Recent High-Spenders
572557,46,-29,0.0,0,Low-Value Guests
572564,46,-108,0.0,0,Low-Value Guests
572614,46,5,0.0,0,Low-Value Guests
572615,46,-5,0.0,0,Low-Value Guests
572665,45,1,4.48,0,Low-Value Guests
572680,45,136,307.21,0,Low-Value Guests
572684,45,-20,0.0,0,Low-Value Guests
572685,45,-60,0.0,0,Low-Value Guests
572686,45,-30,0.0,0,Low-Value Guests
572687,45,-30,0.0,0,Low-Value Guests
572689,45,-50,0.0,0,Low-Value Guests
572690,45,-111,0.0,0,Low-Value Guests
572691,45,-15,0.0,0,Low-Value Guests
572692,45,-82,0.0,0,Low-Value Guests
572693,45,-78,0.0,0,Low-Value Guests
572694,45,12,0.0,0,Low-Value Guests
572697,45,6,0.0,0,Low-Value Guests
572698,45,1,0.0,0,Low-Value Guests
572699,45,-48,0.0,0,Low-Value Guests
572700,45,1,0.0,0,Low-Value Guests
572701,45,-840,0.0,0,Low-Value Guests
572702,45,-184,0.0,0,Low-Value Guests
572704,45,511,2394.1,2,Recent High-Spenders
572716,45,2,0.0,0,Low-Value Guests
572723,45,12,0.0,0,Low-Value Guests
572724,45,4,0.0,0,Low-Value Guests
572725,45,57,0.0,0,Low-Value Guests
572731,45,2,0.0,0,Low-Value Guests
572739,45,16,0.0,0,Low-Value Guests
572740,45,1,0.0,0,Low-Value Guests
572748,45,-103,0.0,0,Low-Value Guests
572749,45,-335,0.0,0,Low-Value Guests
572757,45,2,25.0,0,Low-Value Guests
572758,45,560,2347.9,2,Recent High-Spenders
572759,45,-2,0.0,0,Low-Value Guests
572849,45,1,33.05,0,Low-Value Guests
572883,44,20,23.5,0,Low-Value Guests
572890,44,400,0.0,0,Low-Value Guests
572891,44,-400,0.0,0,Low-Value Guests
572897,44,495,3567.56,2,Recent High-Spenders
572898,44,-15,0.0,0,Low-Value Guests
572919,44,-17,0.0,0,Low-Value Guests
572920,44,117,0.0,0,Low-Value Guests
572996,44,-34,0.0,0,Low-Value Guests
573025,43,4,8.7,0,Low-Value Guests
573107,43,10,0.0,0,Low-Value Guests
573114,43,1000,0.0,0,Low-Value Guests
573115,43,-1000,0.0,0,Low-Value Guests
573118,43,-1,0.0,0,Low-Value Guests
573120,43,-1,0.0,0,Low-Value Guests
573137,43,339,1445.8799999999999,0,Low-Value Guests
573154,43,146,311.1,0,Low-Value Guests
573169,43,1,0.0,0,Low-Value Guests
573170,43,71,0.0,0,Low-Value Guests
573174,43,10,9.02,0,Low-Value Guests
573176,43,7,5.86,0,Low-Value Guests
573177,43,1,4.15,0,Low-Value Guests
573181,43,1,2.08,0,Low-Value Guests
573254,43,-49,0.0,0,Low-Value Guests
573255,43,3,0.0,0,Low-Value Guests
573256,43,12,0.0,0,Low-Value Guests
573258,43,-36,0.0,0,Low-Value Guests
573259,43,-77,0.0,0,Low-Value Guests
573267,43,20,84.38,0,Low-Value Guests
573274,42,505,2362.83,2,Recent High-Spenders
573286,42,331,398.74,0,Low-Value Guests
573290,42,3,11.25,0,Low-Value Guests
573293,42,10,0.0,0,Low-Value Guests
573307,42,1,11.27,0,Low-Value Guests
573308,42,5,34.05,0,Low-Value Guests
573310,42,3,9.89,0,Low-Value Guests
573313,42,8,30.509999999999998,0,Low-Value Guests
573317,42,-84,0.0,0,Low-Value Guests
573318,42,-47,0.0,0,Low-Value Guests
573426,40,357,1540.73,0,Low-Value Guests
573463,40,-70,0.0,0,Low-Value Guests
573482,40,-54,0.0,0,Low-Value Guests
573487,40,-19,0.0,0,Low-Value Guests
573488,40,1,0.0,0,Low-Value Guests
573489,40,-36,0.0,0,Low-Value Guests
573490,40,-59,0.0,0,Low-Value Guests
573491,40,-54,0.0,0,Low-Value Guests
573493,40,-94,0.0,0,Low-Value Guests
573494,40,-24,0.0,0,Low-Value Guests
573495,40,184,0.0,0,Low-Value Guests
573497,40,-138,0.0,0,Low-Value Guests
573498,40,-22,0.0,0,Low-Value Guests
573499,40,-164,0.0,0,Low-Value Guests
573503,40,-80,0.0,0,Low-Value Guests
573505,40,-22,0.0,0,Low-Value Guests
573540,39,2,10.5,0,Low-Value Guests
573547,39,-70,0.0,0,Low-Value Guests
573553,39,345,2534.37,0,Low-Value Guests
573580,39,155,1042.4,0,Low-Value Guests
573585,39,5198,16874.579999999998,2,Recent High-Spenders
573589,39,1,0.55,0,Low-Value Guests
573590,39,-657,0.0,0,Low-Value Guests
573591,39,-1671,0.0,0,Low-Value Guests
573592,39,-1158,0.0,0,Low-Value Guests
